TIME_PERIOD,OBS_VALUE,indic,geo
2011-03-01,-28.0,Employment expectations over the next 3 months - services,Greece
2011-06-01,-23.5,Employment expectations over the next 3 months - services,Greece
2011-09-01,-29.4,Employment expectations over the next 3 months - services,Greece
2011-12-01,-17.1,Employment expectations over the next 3 months - services,Greece
2012-03-01,-39.8,Employment expectations over the next 3 months - services,Greece
2012-06-01,-40.9,Employment expectations over the next 3 months - services,Greece
2012-09-01,-29.4,Employment expectations over the next 3 months - services,Greece
2012-12-01,-30.4,Employment expectations over the next 3 months - services,Greece
2013-03-01,-23.6,Employment expectations over the next 3 months - services,Greece
2013-06-01,-10.4,Employment expectations over the next 3 months - services,Greece
2013-09-01,-17.0,Employment expectations over the next 3 months - services,Greece
2013-12-01,-12.6,Employment expectations over the next 3 months - services,Greece
2014-03-01,-0.4,Employment expectations over the next 3 months - services,Greece
2014-06-01,2.8,Employment expectations over the next 3 months - services,Greece
2014-09-01,-1.5,Employment expectations over the next 3 months - services,Greece
2014-12-01,-8.4,Employment expectations over the next 3 months - services,Greece
2015-03-01,-14.7,Employment expectations over the next 3 months - services,Greece
2015-06-01,-6.6,Employment expectations over the next 3 months - services,Greece
2015-09-01,-1.3,Employment expectations over the next 3 months - services,Greece
2015-12-01,-12.1,Employment expectations over the next 3 months - services,Greece
2016-03-01,-15.2,Employment expectations over the next 3 months - services,Greece
2016-06-01,-5.1,Employment expectations over the next 3 months - services,Greece
2016-09-01,-4.3,Employment expectations over the next 3 months - services,Greece
2016-12-01,-6.1,Employment expectations over the next 3 months - services,Greece
2017-03-01,-10.3,Employment expectations over the next 3 months - services,Greece
2017-06-01,2.5,Employment expectations over the next 3 months - services,Greece
2017-09-01,8.1,Employment expectations over the next 3 months - services,Greece
2017-12-01,-0.6,Employment expectations over the next 3 months - services,Greece
2018-03-01,8.7,Employment expectations over the next 3 months - services,Greece
2018-06-01,13.7,Employment expectations over the next 3 months - services,Greece
2018-09-01,1.2,Employment expectations over the next 3 months - services,Greece
2018-12-01,12.5,Employment expectations over the next 3 months - services,Greece
2019-03-01,14.3,Employment expectations over the next 3 months - services,Greece
2019-06-01,21.8,Employment expectations over the next 3 months - services,Greece
2019-09-01,18.2,Employment expectations over the next 3 months - services,Greece
2019-12-01,26.0,Employment expectations over the next 3 months - services,Greece
2020-03-01,20.4,Employment expectations over the next 3 months - services,Greece
2020-06-01,-20.5,Employment expectations over the next 3 months - services,Greece
2020-09-01,3.0,Employment expectations over the next 3 months - services,Greece
2010-06-01,-7.8,Employment expectations over the next 3 months - services,Spain
2010-09-01,-4.5,Employment expectations over the next 3 months - services,Spain
2010-12-01,-4.6,Employment expectations over the next 3 months - services,Spain
2011-03-01,-5.9,Employment expectations over the next 3 months - services,Spain
2011-06-01,-4.2,Employment expectations over the next 3 months - services,Spain
2011-09-01,-1.6,Employment expectations over the next 3 months - services,Spain
2011-12-01,-5.1,Employment expectations over the next 3 months - services,Spain
2012-03-01,-4.8,Employment expectations over the next 3 months - services,Spain
2012-06-01,-6.3,Employment expectations over the next 3 months - services,Spain
2012-09-01,-11.7,Employment expectations over the next 3 months - services,Spain
2012-12-01,-8.1,Employment expectations over the next 3 months - services,Spain
2013-03-01,-7.4,Employment expectations over the next 3 months - services,Spain
2013-06-01,-0.8,Employment expectations over the next 3 months - services,Spain
2013-09-01,0.8,Employment expectations over the next 3 months - services,Spain
2013-12-01,-0.5,Employment expectations over the next 3 months - services,Spain
2014-03-01,-1.8,Employment expectations over the next 3 months - services,Spain
2014-06-01,7.8,Employment expectations over the next 3 months - services,Spain
2014-09-01,5.5,Employment expectations over the next 3 months - services,Spain
2014-12-01,1.7,Employment expectations over the next 3 months - services,Spain
2015-03-01,8.0,Employment expectations over the next 3 months - services,Spain
2015-06-01,3.0,Employment expectations over the next 3 months - services,Spain
2015-09-01,11.3,Employment expectations over the next 3 months - services,Spain
2015-12-01,16.4,Employment expectations over the next 3 months - services,Spain
2016-03-01,9.4,Employment expectations over the next 3 months - services,Spain
2016-06-01,6.0,Employment expectations over the next 3 months - services,Spain
2016-09-01,9.7,Employment expectations over the next 3 months - services,Spain
2016-12-01,16.8,Employment expectations over the next 3 months - services,Spain
2017-03-01,17.7,Employment expectations over the next 3 months - services,Spain
2017-06-01,15.3,Employment expectations over the next 3 months - services,Spain
2017-09-01,12.4,Employment expectations over the next 3 months - services,Spain
2017-12-01,15.7,Employment expectations over the next 3 months - services,Spain
2018-03-01,18.9,Employment expectations over the next 3 months - services,Spain
2018-06-01,20.0,Employment expectations over the next 3 months - services,Spain
2018-09-01,14.3,Employment expectations over the next 3 months - services,Spain
2018-12-01,11.8,Employment expectations over the next 3 months - services,Spain
2019-03-01,16.5,Employment expectations over the next 3 months - services,Spain
2019-06-01,10.6,Employment expectations over the next 3 months - services,Spain
2019-09-01,11.0,Employment expectations over the next 3 months - services,Spain
2019-12-01,15.2,Employment expectations over the next 3 months - services,Spain
2020-03-01,7.2,Employment expectations over the next 3 months - services,Spain
2020-06-01,-5.3,Employment expectations over the next 3 months - services,Spain
2020-09-01,1.5,Employment expectations over the next 3 months - services,Spain
2010-06-01,1.2,Employment expectations over the next 3 months - services,Finland
2010-09-01,8.8,Employment expectations over the next 3 months - services,Finland
2010-12-01,15.7,Employment expectations over the next 3 months - services,Finland
2011-03-01,11.9,Employment expectations over the next 3 months - services,Finland
2011-06-01,14.2,Employment expectations over the next 3 months - services,Finland
2011-09-01,7.6,Employment expectations over the next 3 months - services,Finland
2011-12-01,1.7,Employment expectations over the next 3 months - services,Finland
2012-03-01,7.5,Employment expectations over the next 3 months - services,Finland
2012-06-01,-4.0,Employment expectations over the next 3 months - services,Finland
2012-09-01,-2.2,Employment expectations over the next 3 months - services,Finland
2012-12-01,-1.5,Employment expectations over the next 3 months - services,Finland
2013-03-01,-5.7,Employment expectations over the next 3 months - services,Finland
2013-06-01,-5.3,Employment expectations over the next 3 months - services,Finland
2013-09-01,-4.7,Employment expectations over the next 3 months - services,Finland
2013-12-01,-6.7,Employment expectations over the next 3 months - services,Finland
2014-03-01,-8.3,Employment expectations over the next 3 months - services,Finland
2014-06-01,-4.6,Employment expectations over the next 3 months - services,Finland
2014-09-01,-4.7,Employment expectations over the next 3 months - services,Finland
2014-12-01,-3.8,Employment expectations over the next 3 months - services,Finland
2015-03-01,-0.8,Employment expectations over the next 3 months - services,Finland
2015-06-01,-1.0,Employment expectations over the next 3 months - services,Finland
2015-09-01,-3.1,Employment expectations over the next 3 months - services,Finland
2015-12-01,4.1,Employment expectations over the next 3 months - services,Finland
2016-03-01,5.0,Employment expectations over the next 3 months - services,Finland
2016-06-01,2.9,Employment expectations over the next 3 months - services,Finland
2016-09-01,4.5,Employment expectations over the next 3 months - services,Finland
2016-12-01,5.3,Employment expectations over the next 3 months - services,Finland
2017-03-01,8.3,Employment expectations over the next 3 months - services,Finland
2017-06-01,9.0,Employment expectations over the next 3 months - services,Finland
2017-09-01,14.6,Employment expectations over the next 3 months - services,Finland
2017-12-01,19.1,Employment expectations over the next 3 months - services,Finland
2018-03-01,17.6,Employment expectations over the next 3 months - services,Finland
2018-06-01,11.2,Employment expectations over the next 3 months - services,Finland
2018-09-01,16.7,Employment expectations over the next 3 months - services,Finland
2018-12-01,15.3,Employment expectations over the next 3 months - services,Finland
2019-03-01,12.1,Employment expectations over the next 3 months - services,Finland
2019-06-01,14.6,Employment expectations over the next 3 months - services,Finland
2019-09-01,9.8,Employment expectations over the next 3 months - services,Finland
2019-12-01,11.6,Employment expectations over the next 3 months - services,Finland
2020-03-01,10.9,Employment expectations over the next 3 months - services,Finland
2020-06-01,-14.3,Employment expectations over the next 3 months - services,Finland
2020-09-01,-6.6,Employment expectations over the next 3 months - services,Finland
2010-06-01,1.4,Employment expectations over the next 3 months - services,France
2010-09-01,1.8,Employment expectations over the next 3 months - services,France
2010-12-01,11.1,Employment expectations over the next 3 months - services,France
2011-03-01,10.3,Employment expectations over the next 3 months - services,France
